States,Years,Quarter,RegisteredUsers,Districts,AppOpens
arunachal-pradesh,2019,2,5485,lohit district,32550
arunachal-pradesh,2019,2,903,lepa rada district,4196
arunachal-pradesh,2019,2,2842,lower dibang valley district,12669
arunachal-pradesh,2019,2,1420,longding district,13256
arunachal-pradesh,2019,2,3393,west siang district,15972
arunachal-pradesh,2019,2,212,kamle district,972
arunachal-pradesh,2019,2,1372,upper siang district,2710
arunachal-pradesh,2019,2,481,kurung kumey district,2171
arunachal-pradesh,2019,2,831,siang district,3209
arunachal-pradesh,2019,2,440,kra daadi district,2639
arunachal-pradesh,2019,2,6884,changlang district,37725
arunachal-pradesh,2019,2,211,pakke kessang district,1237
arunachal-pradesh,2019,2,7319,east siang district,34596
arunachal-pradesh,2019,2,2355,upper subansiri district,9043
arunachal-pradesh,2019,2,5908,tawang district,32103
arunachal-pradesh,2019,2,3914,namsai district,18627
arunachal-pradesh,2019,3,2928,lower subansiri district,42877
arunachal-pradesh,2019,3,3099,tirap district,49222
arunachal-pradesh,2019,3,38845,papum pare district,582435
arunachal-pradesh,2019,3,1358,anjaw district,19509
arunachal-pradesh,2019,3,1689,lower siang district,25736
arunachal-pradesh,2019,3,271,dibang valley district,1436
arunachal-pradesh,2019,3,11186,west kameng district,260068
arunachal-pradesh,2019,3,239,shi yomi district,158
arunachal-pradesh,2019,3,1304,east kameng district,19974
arunachal-pradesh,2019,3,6421,lohit district,112322
arunachal-pradesh,2019,3,1064,lepa rada district,13695
arunachal-pradesh,2019,3,3398,lower dibang valley district,43057
arunachal-pradesh,2019,3,1634,longding district,46571
arunachal-pradesh,2019,3,4101,west siang district,64241
arunachal-pradesh,2019,3,258,kamle district,3686
arunachal-pradesh,2019,3,1486,upper siang district,8960
arunachal-pradesh,2019,3,572,kurung kumey district,8396
arunachal-pradesh,2019,3,948,siang district,13437
arunachal-pradesh,2019,3,524,kra daadi district,11363
arunachal-pradesh,2019,3,8145,changlang district,139098
arunachal-pradesh,2019,3,244,pakke kessang district,5099
arunachal-pradesh,2019,3,8571,east siang district,118071
arunachal-pradesh,2019,3,2748,upper subansiri district,35114
arunachal-pradesh,2019,3,6553,tawang district,114907
arunachal-pradesh,2019,3,4563,namsai district,72268
arunachal-pradesh,2019,4,3564,lower subansiri district,53396
arunachal-pradesh,2019,4,3605,tirap district,67097
arunachal-pradesh,2019,4,44746,papum pare district,670934
arunachal-pradesh,2019,4,1564,anjaw district,23729
arunachal-pradesh,2019,4,1921,lower siang district,28156
arunachal-pradesh,2019,4,289,dibang valley district,1738
arunachal-pradesh,2019,4,12562,west kameng district,313584
arunachal-pradesh,2019,4,266,shi yomi district,880
arunachal-pradesh,2019,4,1623,east kameng district,27850
arunachal-pradesh,2019,4,7386,lohit district,129353
arunachal-pradesh,2019,4,1263,lepa rada district,20798
arunachal-pradesh,2019,4,3944,lower dibang valley district,50034
arunachal-pradesh,2019,4,1847,longding district,48945
arunachal-pradesh,2019,4,4773,west siang district,70790
arunachal-pradesh,2019,4,323,kamle district,5098
arunachal-pradesh,2019,4,1804,upper siang district,26060
arunachal-pradesh,2019,4,653,kurung kumey district,7904
arunachal-pradesh,2019,4,1131,siang district,19220
arunachal-pradesh,2019,4,603,kra daadi district,13700
arunachal-pradesh,2019,4,9662,changlang district,152680
arunachal-pradesh,2019,4,296,pakke kessang district,5981
arunachal-pradesh,2019,4,9859,east siang district,132534
arunachal-pradesh,2019,4,3144,upper subansiri district,42354
arunachal-pradesh,2019,4,7303,tawang district,139898
arunachal-pradesh,2019,4,5190,namsai district,87627
arunachal-pradesh,2020,1,4351,lower subansiri district,72887
arunachal-pradesh,2020,1,4261,tirap district,76554
arunachal-pradesh,2020,1,51342,papum pare district,819599
arunachal-pradesh,2020,1,1747,anjaw district,25453
arunachal-pradesh,2020,1,2201,lower siang district,35216
arunachal-pradesh,2020,1,320,dibang valley district,2195
arunachal-pradesh,2020,1,13983,west kameng district,332479
arunachal-pradesh,2020,1,290,shi yomi district,989
arunachal-pradesh,2020,1,1962,east kameng district,37103
arunachal-pradesh,2020,1,8454,lohit district,159158
arunachal-pradesh,2020,1,1532,lepa rada district,28280
arunachal-pradesh,2020,1,4650,lower dibang valley district,71091
arunachal-pradesh,2020,1,2201,longding district,58817
arunachal-pradesh,2020,1,5757,west siang district,97255
arunachal-pradesh,2020,1,373,kamle district,7135
arunachal-pradesh,2020,1,2143,upper siang district,37600
arunachal-pradesh,2020,1,725,kurung kumey district,11471
arunachal-pradesh,2020,1,1390,siang district,24530
arunachal-pradesh,2020,1,701,kra daadi district,16770
arunachal-pradesh,2020,1,11262,changlang district,201632
arunachal-pradesh,2020,1,371,pakke kessang district,9758
arunachal-pradesh,2020,1,11298,east siang district,167166
arunachal-pradesh,2020,1,3675,upper subansiri district,56522
arunachal-pradesh,2020,1,8048,tawang district,138728
arunachal-pradesh,2020,1,6029,namsai district,109933
arunachal-pradesh,2020,2,5392,lower subansiri district,108893
arunachal-pradesh,2020,2,5239,tirap district,114770
arunachal-pradesh,2020,2,59968,papum pare district,932769
arunachal-pradesh,2020,2,1961,anjaw district,34903
arunachal-pradesh,2020,2,2644,lower siang district,48738
arunachal-pradesh,2020,2,367,dibang valley district,4076
arunachal-pradesh,2020,2,15766,west kameng district,394250
arunachal-pradesh,2020,2,320,shi yomi district,1597
arunachal-pradesh,2020,2,2506,east kameng district,53112
arunachal-pradesh,2020,2,10154,lohit district,219948
arunachal-pradesh,2020,2,1890,lepa rada district,38098
arunachal-pradesh,2020,2,5782,lower dibang valley district,110670
arunachal-pradesh,2020,2,2751,longding district,86086
arunachal-pradesh,2020,2,7239,west siang district,147515
arunachal-pradesh,2020,2,509,kamle district,11566
arunachal-pradesh,2020,2,2552,upper siang district,54123
arunachal-pradesh,2020,2,834,kurung kumey district,16738
arunachal-pradesh,2020,2,1831,siang district,40101
arunachal-pradesh,2020,2,870,kra daadi district,25480
arunachal-pradesh,2020,2,14036,changlang district,293705
arunachal-pradesh,2020,2,438,pakke kessang district,13500
arunachal-pradesh,2020,2,13601,east siang district,235755
arunachal-pradesh,2020,2,4465,upper subansiri district,80310
arunachal-pradesh,2020,2,8993,tawang district,170812
arunachal-pradesh,2020,2,7426,namsai district,149491
arunachal-pradesh,2020,3,6456,lower subansiri district,117359
arunachal-pradesh,2020,3,6119,tirap district,125437
arunachal-pradesh,2020,3,69419,papum pare district,1157730
arunachal-pradesh,2020,3,2226,anjaw district,42320
arunachal-pradesh,2020,3,2983,lower siang district,51520
arunachal-pradesh,2020,3,411,dibang valley district,4634
arunachal-pradesh,2020,3,17636,west kameng district,461190
arunachal-pradesh,2020,3,337,shi yomi district,2788
arunachal-pradesh,2020,3,3169,east kameng district,63062
arunachal-pradesh,2020,3,11755,lohit district,264444
arunachal-pradesh,2020,3,2304,lepa rada district,47233
arunachal-pradesh,2020,3,6799,lower dibang valley district,117752
arunachal-pradesh,2020,3,3277,longding district,91330
arunachal-pradesh,2020,3,8623,west siang district,158496
arunachal-pradesh,2020,3,639,kamle district,12196
arunachal-pradesh,2020,3,3011,upper siang district,59246
arunachal-pradesh,2020,3,1025,kurung kumey district,18583
arunachal-pradesh,2020,3,2225,siang district,42723
arunachal-pradesh,2020,3,1026,kra daadi district,29126
arunachal-pradesh,2020,3,16385,changlang district,326045
arunachal-pradesh,2020,3,508,pakke kessang district,11721
arunachal-pradesh,2020,3,15921,east siang district,302165
arunachal-pradesh,2020,3,5295,upper subansiri district,106598
arunachal-pradesh,2020,3,9944,tawang district,224583
arunachal-pradesh,2020,3,8553,namsai district,165140
arunachal-pradesh,2020,4,7388,lower subansiri district,124398
arunachal-pradesh,2020,4,6805,tirap district,134124
arunachal-pradesh,2020,4,77936,papum pare district,1397025
arunachal-pradesh,2020,4,2485,anjaw district,61121
arunachal-pradesh,2020,4,3320,lower siang district,54476
arunachal-pradesh,2020,4,444,dibang valley district,7677
arunachal-pradesh,2020,4,19464,west kameng district,455337
arunachal-pradesh,2020,4,370,shi yomi district,5847
arunachal-pradesh,2020,4,3638,east kameng district,62876
arunachal-pradesh,2020,4,13126,lohit district,285992
arunachal-pradesh,2020,4,2735,lepa rada district,57036
arunachal-pradesh,2020,4,7693,lower dibang valley district,132469
arunachal-pradesh,2020,4,3753,longding district,87881
arunachal-pradesh,2020,4,9911,west siang district,180696
arunachal-pradesh,2020,4,745,kamle district,14866
arunachal-pradesh,2020,4,3497,upper siang district,80140
arunachal-pradesh,2020,4,1173,kurung kumey district,21168
arunachal-pradesh,2020,4,2635,siang district,48090
arunachal-pradesh,2020,4,1141,kra daadi district,27924
arunachal-pradesh,2020,4,18203,changlang district,320708
arunachal-pradesh,2020,4,593,pakke kessang district,11458
arunachal-pradesh,2020,4,17822,east siang district,349321
arunachal-pradesh,2020,4,6069,upper subansiri district,125505
arunachal-pradesh,2020,4,10909,tawang district,249095
arunachal-pradesh,2020,4,9437,namsai district,177437
arunachal-pradesh,2021,1,8044,lower subansiri district,136547
arunachal-pradesh,2021,1,7376,tirap district,136247
arunachal-pradesh,2021,1,84715,papum pare district,1553363
arunachal-pradesh,2021,1,2660,anjaw district,55283
arunachal-pradesh,2021,1,3594,lower siang district,61226
arunachal-pradesh,2021,1,478,dibang valley district,9538
arunachal-pradesh,2021,1,21027,west kameng district,483047
arunachal-pradesh,2021,1,390,shi yomi district,7228
arunachal-pradesh,2021,1,3990,east kameng district,69455
arunachal-pradesh,2021,1,14231,lohit district,295880
arunachal-pradesh,2021,1,3008,lepa rada district,68424
arunachal-pradesh,2021,1,8402,lower dibang valley district,145425
arunachal-pradesh,2021,1,4117,longding district,92482
arunachal-pradesh,2021,1,10836,west siang district,191242
arunachal-pradesh,2021,1,814,kamle district,16142
arunachal-pradesh,2021,1,3847,upper siang district,87503
arunachal-pradesh,2021,1,1287,kurung kumey district,25911
arunachal-pradesh,2021,1,2878,siang district,56271
arunachal-pradesh,2021,1,1244,kra daadi district,30137
arunachal-pradesh,2021,1,19716,changlang district,344148
arunachal-pradesh,2021,1,647,pakke kessang district,14995
arunachal-pradesh,2021,1,19342,east siang district,363085
arunachal-pradesh,2021,1,6577,upper subansiri district,122422
arunachal-pradesh,2021,1,11778,tawang district,230123
arunachal-pradesh,2021,1,10242,namsai district,200584
arunachal-pradesh,2021,2,8685,lower subansiri district,444426
arunachal-pradesh,2021,2,7955,tirap district,547430
arunachal-pradesh,2021,2,90871,papum pare district,1786163
arunachal-pradesh,2021,2,2866,anjaw district,174807
arunachal-pradesh,2021,2,3872,lower siang district,246789
arunachal-pradesh,2021,2,516,dibang valley district,77457
arunachal-pradesh,2021,2,22625,west kameng district,1490269
arunachal-pradesh,2021,2,430,shi yomi district,99619
arunachal-pradesh,2021,2,4314,east kameng district,221705
arunachal-pradesh,2021,2,15360,lohit district,1008718
arunachal-pradesh,2021,2,3249,lepa rada district,228236
arunachal-pradesh,2021,2,9094,lower dibang valley district,434361
arunachal-pradesh,2021,2,4456,longding district,495881
arunachal-pradesh,2021,2,11657,west siang district,467127
arunachal-pradesh,2021,2,883,kamle district,164726
arunachal-pradesh,2021,2,4145,upper siang district,428792
arunachal-pradesh,2021,2,1398,kurung kumey district,201782
arunachal-pradesh,2021,2,3116,siang district,410979
arunachal-pradesh,2021,2,1353,kra daadi district,150762
arunachal-pradesh,2021,2,21404,changlang district,1212334
arunachal-pradesh,2021,2,702,pakke kessang district,156638
arunachal-pradesh,2021,2,20817,east siang district,855042
arunachal-pradesh,2021,2,7057,upper subansiri district,293916
arunachal-pradesh,2021,2,12636,tawang district,830993
arunachal-pradesh,2021,2,11111,namsai district,596897
arunachal-pradesh,2021,3,9451,lower subansiri district,558377
arunachal-pradesh,2021,3,8665,tirap district,578706
arunachal-pradesh,2021,3,97854,papum pare district,2308276
arunachal-pradesh,2021,3,3099,anjaw district,267726
arunachal-pradesh,2021,3,4229,lower siang district,347190
arunachal-pradesh,2021,3,571,dibang valley district,113574
arunachal-pradesh,2021,3,24489,west kameng district,2155265
arunachal-pradesh,2021,3,473,shi yomi district,181457
arunachal-pradesh,2021,3,4671,east kameng district,265900
arunachal-pradesh,2021,3,16680,lohit district,1408514
arunachal-pradesh,2021,3,3527,lepa rada district,264771
arunachal-pradesh,2021,3,9920,lower dibang valley district,581463
arunachal-pradesh,2021,3,4890,longding district,594284
arunachal-pradesh,2021,3,12616,west siang district,544772
arunachal-pradesh,2021,3,974,kamle district,203013
arunachal-pradesh,2021,3,4506,upper siang district,556857
arunachal-pradesh,2021,3,1509,kurung kumey district,292922
arunachal-pradesh,2021,3,3396,siang district,433332
arunachal-pradesh,2021,3,1475,kra daadi district,179974
arunachal-pradesh,2021,3,23328,changlang district,1668215
arunachal-pradesh,2021,3,770,pakke kessang district,213423
arunachal-pradesh,2021,3,22538,east siang district,1086775
arunachal-pradesh,2021,3,7652,upper subansiri district,375423
arunachal-pradesh,2021,3,13650,tawang district,1355010
arunachal-pradesh,2021,3,12140,namsai district,674435
arunachal-pradesh,2021,4,10187,lower subansiri district,348485
arunachal-pradesh,2021,4,9331,tirap district,311867
arunachal-pradesh,2021,4,104806,papum pare district,3554385
arunachal-pradesh,2021,4,3342,anjaw district,125753
arunachal-pradesh,2021,4,4550,lower siang district,156209
arunachal-pradesh,2021,4,621,dibang valley district,18166
arunachal-pradesh,2021,4,26237,west kameng district,1160379
arunachal-pradesh,2021,4,498,shi yomi district,15201
arunachal-pradesh,2021,4,5027,east kameng district,153109
arunachal-pradesh,2021,4,17980,lohit district,728676
arunachal-pradesh,2021,4,3810,lepa rada district,168938
arunachal-pradesh,2021,4,10679,lower dibang valley district,341060
arunachal-pradesh,2021,4,5345,longding district,215529
arunachal-pradesh,2021,4,13555,west siang district,389171
arunachal-pradesh,2021,4,1069,kamle district,48042
arunachal-pradesh,2021,4,4850,upper siang district,208167
arunachal-pradesh,2021,4,1633,kurung kumey district,54213
arunachal-pradesh,2021,4,3675,siang district,121770
arunachal-pradesh,2021,4,1593,kra daadi district,63448
arunachal-pradesh,2021,4,25155,changlang district,829350
arunachal-pradesh,2021,4,835,pakke kessang district,35976
arunachal-pradesh,2021,4,24208,east siang district,897713
arunachal-pradesh,2021,4,8201,upper subansiri district,240330
arunachal-pradesh,2021,4,14665,tawang district,506240
arunachal-pradesh,2021,4,13092,namsai district,538118
arunachal-pradesh,2022,1,10854,lower subansiri district,1566925
arunachal-pradesh,2022,1,9972,tirap district,1634844
arunachal-pradesh,2022,1,111271,papum pare district,3209286
arunachal-pradesh,2022,1,3560,anjaw district,640611
arunachal-pradesh,2022,1,4882,lower siang district,1085994
arunachal-pradesh,2022,1,656,dibang valley district,267633
arunachal-pradesh,2022,1,27860,west kameng district,4098935
arunachal-pradesh,2022,1,540,shi yomi district,230973
arunachal-pradesh,2022,1,5355,east kameng district,703590
arunachal-pradesh,2022,1,19214,lohit district,3212352
arunachal-pradesh,2022,1,4049,lepa rada district,1182371
arunachal-pradesh,2022,1,11401,lower dibang valley district,1918566
