States,Years,Quarter,Transaction_Type,Transaction_Amount,Transaction_Count
jammu-&-kashmir,2019,4,Merchant payments,77859073.82317376,91303
jammu-&-kashmir,2019,4,Recharge & bill payments,49065907.04578097,84803
jammu-&-kashmir,2019,4,Financial Services,213741.2862032762,197
jammu-&-kashmir,2019,4,Others,2601419.6959477984,3005
jammu-&-kashmir,2020,1,Peer-to-peer payments,2654638582.0865793,435154
jammu-&-kashmir,2020,1,Recharge & bill payments,144213068.71202034,341357
jammu-&-kashmir,2020,1,Merchant payments,131144418.96503358,135241
jammu-&-kashmir,2020,1,Financial Services,2116665.1182805505,2350
jammu-&-kashmir,2020,1,Others,5530441.652102945,7528
jammu-&-kashmir,2020,2,Peer-to-peer payments,7426818530.258213,1238380
jammu-&-kashmir,2020,2,Recharge & bill payments,413037418.32063264,1028741
jammu-&-kashmir,2020,2,Merchant payments,403026357.7674071,341375
jammu-&-kashmir,2020,2,Financial Services,10415041.341445928,9130
jammu-&-kashmir,2020,2,Others,12351591.57084975,17380
jammu-&-kashmir,2020,3,Peer-to-peer payments,10837119046.792652,1787154
jammu-&-kashmir,2020,3,Recharge & bill payments,443743222.500647,1005745
jammu-&-kashmir,2020,3,Merchant payments,667957476.4350253,642688
jammu-&-kashmir,2020,3,Financial Services,13281733.802213533,10111
jammu-&-kashmir,2020,3,Others,15128281.341935568,20200
jammu-&-kashmir,2020,4,Peer-to-peer payments,13736841259.979288,2378539
jammu-&-kashmir,2020,4,Recharge & bill payments,536741118.30199385,1900075
jammu-&-kashmir,2020,4,Merchant payments,1045006123.4596367,1377786
jammu-&-kashmir,2020,4,Financial Services,17966592.697469097,13578
jammu-&-kashmir,2020,4,Others,44350708.939814664,84466
jammu-&-kashmir,2021,1,Peer-to-peer payments,14801220301.14875,2800201
jammu-&-kashmir,2021,1,Recharge & bill payments,663747765.6760966,2554798
jammu-&-kashmir,2021,1,Merchant payments,1605408313.4781337,1527253
jammu-&-kashmir,2021,1,Financial Services,20848657.8594191,17276
jammu-&-kashmir,2021,1,Others,47124854.989329115,98042
jammu-&-kashmir,2021,2,Peer-to-peer payments,19502438177.8094,3955437
jammu-&-kashmir,2021,2,Recharge & bill payments,892467613.5545956,3568970
jammu-&-kashmir,2021,2,Merchant payments,2343370985.5822287,2378307
jammu-&-kashmir,2021,2,Financial Services,21897796.187056318,19432
jammu-&-kashmir,2021,2,Others,53580855.45836207,105673
jammu-&-kashmir,2021,3,Peer-to-peer payments,26562997915.198593,5621108
jammu-&-kashmir,2021,3,Recharge & bill payments,1126801385.0108979,4192099
jammu-&-kashmir,2021,3,Merchant payments,3818849262.990345,3197489
jammu-&-kashmir,2021,3,Financial Services,27585395.493344467,16071
jammu-&-kashmir,2021,3,Others,62209689.3389434,124274
jammu-&-kashmir,2021,4,Peer-to-peer payments,31444247707.630074,6852001
jammu-&-kashmir,2021,4,Merchant payments,6026170895.591109,5399465
jammu-&-kashmir,2021,4,Recharge & bill payments,1334473410.4377313,4358892
jammu-&-kashmir,2021,4,Financial Services,34425387.51761782,20269
jammu-&-kashmir,2021,4,Others,86920024.59513804,160001
jammu-&-kashmir,2022,1,Peer-to-peer payments,25881919928.642838,6263588
jammu-&-kashmir,2022,1,Merchant payments,5903944370.148529,5769426
jammu-&-kashmir,2022,1,Recharge & bill payments,1253753685.6124904,4046350
jammu-&-kashmir,2022,1,Financial Services,28915576.119299565,20506
jammu-&-kashmir,2022,1,Others,79330065.6359112,145441
jammu-&-kashmir,2022,2,Merchant payments,8541811640.294408,9917899
jammu-&-kashmir,2022,2,Peer-to-peer payments,35973490940.6326,8948548
jammu-&-kashmir,2022,2,Recharge & bill payments,1631580783.9159238,4759941
jammu-&-kashmir,2022,2,Financial Services,23857762.100494668,17495
jammu-&-kashmir,2022,2,Others,83549709.69216739,169864
jammu-&-kashmir,2022,3,Merchant payments,8056512904.560925,9594459
jammu-&-kashmir,2022,3,Peer-to-peer payments,31280124357.943665,8391981
jammu-&-kashmir,2022,3,Recharge & bill payments,1538833023.8071973,4397779
jammu-&-kashmir,2022,3,Financial Services,21281997.61037215,16502
jammu-&-kashmir,2022,3,Others,66802218.32606816,133673
jammu-&-kashmir,2022,4,Merchant payments,9463119176.828749,13060020
jammu-&-kashmir,2022,4,Peer-to-peer payments,33017162449.59025,9209773
jammu-&-kashmir,2022,4,Recharge & bill payments,1738113554.2451303,4885856
jammu-&-kashmir,2022,4,Financial Services,26804683.92881795,17803
jammu-&-kashmir,2022,4,Others,70096050.90090424,142706
jammu-&-kashmir,2023,1,Merchant payments,12262102502.0,19258641
jammu-&-kashmir,2023,1,Peer-to-peer payments,41006666634.0,12527159
jammu-&-kashmir,2023,1,Recharge & bill payments,2522356131.0,6894943
jammu-&-kashmir,2023,1,Financial Services,30772190.0,26119
jammu-&-kashmir,2023,1,Others,99850124.0,220382
jammu-&-kashmir,2023,2,Merchant payments,16519042612.0,27968919
jammu-&-kashmir,2023,2,Peer-to-peer payments,56687068768.0,17988275
jammu-&-kashmir,2023,2,Recharge & bill payments,3181150839.0,8374394
jammu-&-kashmir,2023,2,Financial Services,36616737.0,27724
jammu-&-kashmir,2023,2,Others,106126424.0,228987
jammu-&-kashmir,2023,3,Merchant payments,20030764520.0,33831979
jammu-&-kashmir,2023,3,Peer-to-peer payments,62320529579.0,20589029
jammu-&-kashmir,2023,3,Recharge & bill payments,3508619105.0,9247909
jammu-&-kashmir,2023,3,Financial Services,61895606.0,31473
jammu-&-kashmir,2023,3,Others,94339616.0,203189
jharkhand,2018,1,Recharge & bill payments,132181815.28422523,1095857
jharkhand,2018,1,Peer-to-peer payments,2036315435.6551185,809459
jharkhand,2018,1,Financial Services,45483178.104925826,107755
jharkhand,2018,1,Merchant payments,66465337.511485815,66299
jharkhand,2018,1,Others,93740623.36363094,99551
jharkhand,2018,2,Recharge & bill payments,208894647.78855115,1398777
jharkhand,2018,2,Peer-to-peer payments,4205862516.777491,1375872
jharkhand,2018,2,Financial Services,65554548.24621317,160637
jharkhand,2018,2,Merchant payments,138889079.16124776,130339
jharkhand,2018,2,Others,102374867.08935027,86455
jharkhand,2018,3,Peer-to-peer payments,8142915751.203348,6003688
jharkhand,2018,3,Recharge & bill payments,256930062.20347697,1539476
jharkhand,2018,3,Merchant payments,155059935.04035243,287427
jharkhand,2018,3,Financial Services,38182603.57787939,216343
jharkhand,2018,3,Others,68483065.67956133,75687
jharkhand,2018,4,Peer-to-peer payments,9414019816.80093,3325473
jharkhand,2018,4,Recharge & bill payments,328077093.4784577,1885135
jharkhand,2018,4,Merchant payments,373435992.4816617,845956
jharkhand,2018,4,Financial Services,36357465.52244099,136918
jharkhand,2018,4,Others,90026272.83887212,90561
jharkhand,2019,1,Peer-to-peer payments,12664709652.347084,5952105
jharkhand,2019,1,Recharge & bill payments,440323945.0577217,2347079
jharkhand,2019,1,Merchant payments,391616776.11217976,892826
jharkhand,2019,1,Financial Services,47227410.81132864,105558
jharkhand,2019,1,Others,83358664.9497917,90140
jharkhand,2019,2,Peer-to-peer payments,17044444613.808352,5155937
jharkhand,2019,2,Recharge & bill payments,562210324.8161657,2734377
jharkhand,2019,2,Merchant payments,862186711.5217196,2049311
jharkhand,2019,2,Financial Services,51588987.16245511,67479
jharkhand,2019,2,Others,102270668.23762833,121107
jharkhand,2019,3,Peer-to-peer payments,19050145624.077984,5708187
jharkhand,2019,3,Merchant payments,1494546030.8330803,4766457
jharkhand,2019,3,Recharge & bill payments,754845093.6112013,3527625
jharkhand,2019,3,Financial Services,80276391.6477037,103620
jharkhand,2019,3,Others,86160853.1891717,114758
jharkhand,2019,4,Peer-to-peer payments,25360155657.218044,10301226
jharkhand,2019,4,Recharge & bill payments,966539484.5717083,4390094
jharkhand,2019,4,Merchant payments,1725990595.6016066,3359590
jharkhand,2019,4,Financial Services,45850806.127185926,104630
jharkhand,2019,4,Others,49211833.15857271,93078
jharkhand,2020,1,Peer-to-peer payments,29875044416.372463,8196850
jharkhand,2020,1,Recharge & bill payments,1358517296.9653778,5454093
jharkhand,2020,1,Merchant payments,2298726414.666834,4499942
jharkhand,2020,1,Financial Services,31523887.510064334,46483
jharkhand,2020,1,Others,47420137.7540625,85345
jharkhand,2020,2,Peer-to-peer payments,32662370316.521744,8724053
jharkhand,2020,2,Recharge & bill payments,1987320466.8540502,7538593
jharkhand,2020,2,Merchant payments,2662438204.2556615,3753633
jharkhand,2020,2,Financial Services,130249402.00867195,56553
jharkhand,2020,2,Others,43823586.28346999,68679
jharkhand,2020,3,Peer-to-peer payments,43128110246.27049,11984094
jharkhand,2020,3,Merchant payments,5163578368.000801,7728846
jharkhand,2020,3,Recharge & bill payments,2217657034.9022017,7211293
jharkhand,2020,3,Financial Services,63233533.18627854,56918
jharkhand,2020,3,Others,50036637.653871216,87322
jharkhand,2020,4,Peer-to-peer payments,60733288288.10599,17120664
jharkhand,2020,4,Merchant payments,9347677563.842455,14168381
jharkhand,2020,4,Recharge & bill payments,2582828438.736846,7945996
jharkhand,2020,4,Financial Services,63947540.001266286,60989
jharkhand,2020,4,Others,77432999.35699823,135603
jharkhand,2021,1,Peer-to-peer payments,69198235576.72797,19151083
jharkhand,2021,1,Merchant payments,11545580927.24733,17489113
jharkhand,2021,1,Recharge & bill payments,2888409672.132301,7826608
jharkhand,2021,1,Financial Services,54836609.32711602,50526
jharkhand,2021,1,Others,62290337.70487929,104333
jharkhand,2021,2,Peer-to-peer payments,86037113965.37598,24184568
jharkhand,2021,2,Merchant payments,14731458451.37311,19041292
jharkhand,2021,2,Recharge & bill payments,3531023352.488878,10583445
jharkhand,2021,2,Financial Services,57959229.95440879,54379
jharkhand,2021,2,Others,75088312.26558907,138461
jharkhand,2021,3,Peer-to-peer payments,97742557031.75543,30113326
jharkhand,2021,3,Merchant payments,19954619973.19194,29687162
jharkhand,2021,3,Recharge & bill payments,4029136911.757236,10742405
jharkhand,2021,3,Financial Services,65035270.30823113,51289
jharkhand,2021,3,Others,99665931.8402131,201520
jharkhand,2021,4,Merchant payments,30397134744.16734,45007900
jharkhand,2021,4,Peer-to-peer payments,130461675107.99458,39476282
jharkhand,2021,4,Recharge & bill payments,4920513757.583611,11173974
jharkhand,2021,4,Financial Services,82938673.40787342,72802
jharkhand,2021,4,Others,154856720.55251962,278084
jharkhand,2022,1,Merchant payments,35404682302.81973,53218047
jharkhand,2022,1,Peer-to-peer payments,153327336656.7779,45881799
jharkhand,2022,1,Recharge & bill payments,5765898871.819412,11502811
jharkhand,2022,1,Financial Services,72095750.37612481,67502
jharkhand,2022,1,Others,130193505.37404194,241051
jharkhand,2022,2,Merchant payments,44149892984.34711,67435024
jharkhand,2022,2,Peer-to-peer payments,175208899196.82,52086790
jharkhand,2022,2,Recharge & bill payments,6119623547.3009,13145888
jharkhand,2022,2,Financial Services,53281830.624961995,50361
jharkhand,2022,2,Others,104530269.04482636,207212
jharkhand,2022,3,Merchant payments,45850919744.1592,74816586
jharkhand,2022,3,Peer-to-peer payments,176549466282.04382,57285937
jharkhand,2022,3,Recharge & bill payments,6838978157.223744,14462031
jharkhand,2022,3,Financial Services,69016067.83164982,68467
jharkhand,2022,3,Others,104503812.69942513,182311
jharkhand,2022,4,Merchant payments,57173653531.6919,91863987
jharkhand,2022,4,Peer-to-peer payments,212953650396.96683,68045210
jharkhand,2022,4,Recharge & bill payments,7625380765.3711195,15110623
jharkhand,2022,4,Financial Services,89276259.66683595,81074
jharkhand,2022,4,Others,129776494.88471407,199198
jharkhand,2023,1,Merchant payments,72343574616.0,126431470
jharkhand,2023,1,Peer-to-peer payments,283548545074.0,91879570
jharkhand,2023,1,Recharge & bill payments,11236559383.0,21800176
jharkhand,2023,1,Financial Services,97678666.0,99366
jharkhand,2023,1,Others,144978282.0,247521
jharkhand,2023,2,Merchant payments,85510419374.0,156552949
jharkhand,2023,2,Peer-to-peer payments,324260678898.0,107475200
jharkhand,2023,2,Recharge & bill payments,12206164188.0,24866991
jharkhand,2023,2,Financial Services,101245470.0,101922
jharkhand,2023,2,Others,136219578.0,236831
jharkhand,2023,3,Merchant payments,87850272164.0,176986470
jharkhand,2023,3,Peer-to-peer payments,317385101261.0,116215262
jharkhand,2023,3,Recharge & bill payments,12857936385.0,24694215
jharkhand,2023,3,Financial Services,166648089.0,126439
jharkhand,2023,3,Others,124466121.0,215040
karnataka,2018,1,Recharge & bill payments,1496816541.9710202,5785292
karnataka,2018,1,Peer-to-peer payments,16522277460.174664,4456528
karnataka,2018,1,Merchant payments,696586489.2644083,1089627
karnataka,2018,1,Financial Services,52664837.407078,159848
karnataka,2018,1,Others,449549985.19633806,525604
karnataka,2018,2,Recharge & bill payments,2435924808.0540595,7391926
karnataka,2018,2,Peer-to-peer payments,29135024501.319633,7164836
karnataka,2018,2,Merchant payments,1361967204.9193478,1874383
karnataka,2018,2,Financial Services,93244737.61226672,194363
karnataka,2018,2,Others,489418829.39568377,490939
karnataka,2018,3,Peer-to-peer payments,42819128165.14718,12863507
karnataka,2018,3,Recharge & bill payments,3019156590.415938,8674172
karnataka,2018,3,Merchant payments,1879406580.5386481,3638065
karnataka,2018,3,Financial Services,50726023.40346949,205740
karnataka,2018,3,Others,456674396.3028466,598777
karnataka,2018,4,Peer-to-peer payments,63575342228.05887,20471744
karnataka,2018,4,Merchant payments,4751317554.815564,11812478
karnataka,2018,4,Recharge & bill payments,4030978295.062695,11426205
karnataka,2018,4,Financial Services,71134704.79416475,289353
karnataka,2018,4,Others,579613793.3366778,812291
karnataka,2019,1,Peer-to-peer payments,104118436760.31566,44049036
karnataka,2019,1,Merchant payments,7076613843.774634,24491960
karnataka,2019,1,Recharge & bill payments,6217689429.770171,16981941
karnataka,2019,1,Financial Services,51023386.14504391,293728
karnataka,2019,1,Others,512618725.75178516,770944
karnataka,2019,2,Peer-to-peer payments,142910706254.40515,50033334
karnataka,2019,2,Merchant payments,12338599108.54726,44848593
karnataka,2019,2,Recharge & bill payments,7745156562.557001,19283028
karnataka,2019,2,Financial Services,44871623.829314835,140353
karnataka,2019,2,Others,662690676.7455502,1096296
karnataka,2019,3,Merchant payments,20375791901.51608,76924325
karnataka,2019,3,Peer-to-peer payments,183163325083.02167,67784880
karnataka,2019,3,Recharge & bill payments,10208179941.827314,24339891
karnataka,2019,3,Financial Services,57194690.691376016,189716
karnataka,2019,3,Others,732228821.132016,1494923
karnataka,2019,4,Merchant payments,31602890835.851074,114044901
karnataka,2019,4,Peer-to-peer payments,250562864352.78363,93311589
karnataka,2019,4,Recharge & bill payments,12183568521.027195,28862161
karnataka,2019,4,Financial Services,51145982.18087677,101937
karnataka,2019,4,Others,646673755.3894986,1475664
karnataka,2020,1,Merchant payments,40374401933.52864,132970737
karnataka,2020,1,Peer-to-peer payments,297635301555.931,100868460
karnataka,2020,1,Recharge & bill payments,14724886028.403404,35854971
karnataka,2020,1,Financial Services,110130184.7219853,93648
karnataka,2020,1,Others,557335296.81275,1246074
karnataka,2020,2,Merchant payments,38463881234.4382,87251639
karnataka,2020,2,Peer-to-peer payments,265767207470.16788,82118363
karnataka,2020,2,Recharge & bill payments,16434890228.306221,43290272
karnataka,2020,2,Financial Services,246367207.0610708,161560
karnataka,2020,2,Others,192530880.1645686,399878
karnataka,2020,3,Merchant payments,60769881812.00958,137206600
karnataka,2020,3,Peer-to-peer payments,390432374828.4793,119241776
karnataka,2020,3,Recharge & bill payments,18911088810.529343,43139631
karnataka,2020,3,Financial Services,358426105.9585576,251980
karnataka,2020,3,Others,268744139.7048992,520544
karnataka,2020,4,Merchant payments,97147239182.96416,215711211
karnataka,2020,4,Peer-to-peer payments,538340957771.568,166981242
karnataka,2020,4,Recharge & bill payments,21611671359.120274,47736461
karnataka,2020,4,Financial Services,427966918.93005997,284700
